name	number	position	feet	inches	pounds	month	day	year	nothing	college	nationality
Simms, Clyde						8	21	82		East Carolina	USA
Caballero, Samuel						12	24	74		Abroad	Honduras
Donaldson, Hollis						9	1	83		Liberty	USA
Johnson, Will						1	21	87		Abroad	Canada
Montz, Jared						12	26	82		Lynn	USA
Thiago						4	7	82		Abroad	Brazil
Torres, Mario						4	7	82		Abroad	Mexico
Yi, Alex						3	21	82		UCLA	USA
Sequeira, Douglas						8	23	77		Abroad	Costa Rica
Naldo						2	6	76		Abroad	Brazil
Begines, Armando						3	26	83		Abroad	Mexico
Blanco, Milton						4	27	84		Fresno Pacific	USA
Erush, Michael						1	24	83		Loyola Marymount	USA
Loera, Alfonso						12	4	78		Abroad	Mexico
Flores, Sergio						2	22	85		High School	USA
Lookingland, Michael						9	13	83		Bucknell	USA
Cutler, Kenny						3	8	82		Clemson	USA
Novak, Kevin						9	1	82		Loyola Marymount	USA
Acosta, Adam						8	3	82		Redlands	USA
Rivera, Raul						3	7	82		Fresno City	USA
Woods, Alex						10	7	82		Trinity (SA)	USA
Hutton, Martin						1	21	82		SLU	USA
Roberts, Brian						8	28	82		Yale	USA
Branan, Dustin						5	21	81		Brown	USA
Romaneiro, Marcos						6	11	83		Brown	Brazil
Cooke, Terry						8	5	76		Abroad	England
Fitzpatrick, Leslie						11	11	78		Columbia	Trinidad
Djorkaeff, Youri						3	9	68		Abroad	France
Ibrahim, Abbe						7	25	86		Abroad	Togo
Berhalter, Gregg						8	1	73		UNC	USA
Cherundolo, Steve						2	19	79		Portland	USA
Keller, Kasey						11	29	69		Portland	USA
Onyewu, Oguchi						5	13	82		Clemson	USA
Reyna, Claudio						7	20	73		Virginia	USA
Jones, Adam						9	30	82		UIC	USA
Robinson, Kenneth										Birmingham-Southern	USA
Sunderland, Larry											
Raybould, Ryan						5	30	83		Yale	USA
Dobson, Daniel						4	20	83		Memphis	USA
Ueltschey, Mike	1	GK	6	2	195	4	14	80		UNC	USA
Bailey, Ramon						2	22	84		Mercer County CC	Jamaica
Hare, Doug										Princeton	USA
Laventure, Jerrod						1	15	83		Seton Hall	USA
Lopuski, Josh						10	2	83		Villanova	USA
Cherry, Chris										St. Francis	USA
Krause, Jeff						10	30	82		New Mexico	USA
Sagastume, Marcus						6	3	83		Air Force	USA
Elbaum, Josh						8	19	81		Oregon State	USA
Gargan, Dan						12	14	82		Georgetown	USA
Chandler, Jared						7	31	81		De Anza College	USA
Rodriguez, Mario						9	14	81		Abroad	Guatemala
Persson, Trevor						7	7	78		Cal Poly Pomona	USA
McGinnis, Pat						12	3	82		Colorado College	USA
Kim, Chuck						1	20	84		High School	USA
Tomasso, T.J.						9	10	83		SMU	USA
Edozien, Connally						6	26	77		Embry-Riddle	Nigeria
Keel, Stephen						4	11	83		Wake Forest	USA
Mina, Roberto						11	7	84		Abroad	Ecuador
Reiter, Lubos						12	3	74		Abroad	Slovakia
Gallardo, Luis						6	27	86		Abroad	Panama
Strong, Ricky										Wright State	USA
Rutledge, Andrew						8	19	80		James Madison	USA
Pedreiras, Mark						7	10	82		Seton Hall	USA
Cardenas, Michael						3	15	81		Boston University	USA
Smith, Khano						1	10	82			Bermuda
Thorrington, John						10	17	79		High School	USA
Walker, Geoff					?	4	15	70			
Zuniga, Martin						8	6	70		Abroad	Mexico
Cummins, Will						3	29	75			
Evans, Matt						8	26	78		Azusa Pacific	
Kelto, Anders						9	30	78		Michigan State	
Broadhead, Matt						3	21	79		Utah Valley State	
Jones, Bret						12	8	80		Wright State	
Strawbridge, Ben						8	19	80		James Madison	USA
Hoshimiya, Dru						8	7	81		UCLA	USA
Coundoul, Bouna						3	4	82		Albany	Senegal
Withers, Peter						9	1	82		Ohio State	USA
Allee, Adam						5	1	83		Oral Roberts	USA
Diallo, Mamadou (2)						7	16	83		Abroad	Senegal
Hinkle, Bryan						2	25	83		William & Mary	USA
Nickell, Matt						7	11	83		Drake	USA
Da Silva, Danilo						11	26	86		Abroad	Brazil
Enfield, Michael		M	5	7	150	7	19	83		UCLA	USA
Hill, Zane		D				7	16	82		Virginia	USA
Kalnasy, Shaun		GK				11	4	81		Loyola Marymount	USA
Koubouras, Athanasios						5	19	76			
Lawson, Tony		D				2	25	82		UCLA	USA
Vegas, Javier						8	17	82		Incarnate Word	Peru
Lines, Aaran						12	21	76			New Zealand
Degand, Fred						6	6	79		Bowling Green	USA
Weber, Andrew						8	9	83		New Mexico	USA
Handy, Allen										FIU	
Noel, Fabrice						7	21	85		High School	Haiti
Lopez, Rodrigo						5	10	87		High School	USA
Scarlett, Robert						1	14	79		Abroad	Jamaica
Garcia, Juan Pablo						11	14	81		Abroad	Mexico
Palencia, Juan Francisco						4	28	73		Abroad	Mexico
Erpen, Facundo						5	19	83		Abroad	Argentina
Tarley, Melvin						10	31	82		Abroad	Liberia
Garcia, Sergio						9	19	82		Abroad	Mexico
Ben Dayan, David						11	22	78		Abroad	Israel
Wilson, Mark						2	9	79		Abroad	England
Cabrera, Gustavo						12	13	79		Abroad	Guatemala
Lanes, Aaron										UC Santa Cruz	
Rusak, John											
Weatherly, Will						12	25	83		Santa Clara	USA
Snodgrass, Lance										Regis	
Rife, Josh						12	29	79		Indiana	USA
McFarlane, Omar						4	4	83			Jamaica
Roty, Tim										Albany	
Nsien, Michael						2	14	81		Dayton	USA
Bernal, Frank						3	9	84		Richland College	USA
Stovall, Anthony						2	21	82		South Carolina	USA
Corona, Rene										Santa Ana	
Upton, Matt						7	10	82		Santa Clara	USA
Farbe, Brian											
Rodway, Ian						2	15	83		Maryland	USA
Coggins, Jacob						11	28	78		High School	USA
Karalexis, Jason						4	25	78		St. Anselm	USA
Ackerman, Ryan						4	1	81		Bentley	USA
Henning, David						5	22	74			
White, Demetrius											
Hare, Jeff						4	1	82		Princeton	USA
Johnson, David						1	16	84		High School	USA
Robinson, Kenneth						2	8	83		Birmingham Southern	USA
Phillips, Ricardo						1	31	75		Abroad	Panama
Hue, Jermaine						6	15	78		Abroad	Jamaica
